date Thu Jul 23 09:38:20.686 am 2015
base hex  timestamps absolute
no internal events logged
// version 8.5.0
   4.552832 2  EngineDataIEEE                      Tx   d 8 88 04 00 00 15 09 00 00  Length = 1404000 BitCount = 120 ID = 102
   4.554056 2  ABSdata                             Tx   d 6 0A 00 00 00 B8 2F  Length = 1188000 BitCount = 102 ID = 201
   4.554752 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.560804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.561032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.561032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.580804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.581032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.581032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.600000    SV: 2 0 1 ::WiperSystem::Active = 384
   4.600000    SV: 2 0 1 ::WiperSystem::Position = 9
   4.600000    SV: 1 0 1 ::PowerTrain::PedalPosition = 32
   4.601392 2  EngineData                          Tx   d 8 BC 04 1B 18 15 09 2A 12  Length = 1356000 BitCount = 116 ID = 100
   4.601920    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.601920    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.602832 2  EngineDataIEEE                      Tx   d 8 BC 04 00 00 15 09 00 00  Length = 1404000 BitCount = 120 ID = 102
   4.603636 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.604860 2  ABSdata                             Tx   d 6 0A 00 00 00 B8 2F  Length = 1188000 BitCount = 102 ID = 201
   4.605556 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.620804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.621032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.621032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.640804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.641032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.641032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.651416 2  EngineData                          Tx   d 8 F1 04 1B 18 60 09 C0 12  Length = 1380000 BitCount = 118 ID = 100
   4.652856 2  EngineDataIEEE                      Tx   d 8 F1 04 00 00 60 09 00 00  Length = 1404000 BitCount = 120 ID = 102
   4.654080 2  ABSdata                             Tx   d 6 0B 00 00 00 02 30  Length = 1188000 BitCount = 102 ID = 201
   4.654776 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.655508    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 8.8
   4.660804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.661032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.661032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.668000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = c
   4.675000    SV: 1 0 1 ::PowerTrain::PedalPosition = 33
   4.680804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.681032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.681032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.700000    SV: 2 0 1 ::WiperSystem::Active = 41a
   4.700000    SV: 2 0 1 ::WiperSystem::Position = a
   4.701380 2  EngineData                          Tx   d 8 27 05 1B 18 AB 09 56 13  Length = 1344000 BitCount = 115 ID = 100
   4.701920    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.701920    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.702820 2  EngineDataIEEE                      Tx   d 8 27 05 00 00 AB 09 00 00  Length = 1404000 BitCount = 120 ID = 102
   4.703624 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.704848 2  ABSdata                             Tx   d 6 0B 00 00 00 4C 30  Length = 1188000 BitCount = 102 ID = 201
   4.705544 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.720804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.721032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.721032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.740804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.741032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.741032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.749300 2  NM_Engine                           Tx   d 6 1B 00 00 00 00 00  Length = 1212000 BitCount = 104 ID = 1307
   4.750000    SV: 1 0 1 ::PowerTrain::PedalPosition = 34
   4.751380 2  EngineData                          Tx   d 8 5F 05 1B 19 AB 09 56 13  Length = 1344000 BitCount = 115 ID = 100
   4.752832 2  EngineDataIEEE                      Tx   d 8 5F 05 00 00 AB 09 00 00  Length = 1416000 BitCount = 121 ID = 102
   4.754056 2  ABSdata                             Tx   d 6 0C 00 00 00 4B 30  Length = 1188000 BitCount = 102 ID = 201
   4.754752 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.755496    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 9.6
   4.760804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.761032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.761032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.780804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.781032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.781032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.800000    SV: 2 0 1 ::WiperSystem::Active = 4b0
   4.800000    SV: 2 0 1 ::WiperSystem::Position = c
   4.801416 2  EngineData                          Tx   d 8 97 05 1B 19 F6 09 EC 13  Length = 1380000 BitCount = 118 ID = 100
   4.801920    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.801920    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.802856 2  EngineDataIEEE                      Tx   d 8 97 05 00 00 F6 09 00 00  Length = 1404000 BitCount = 120 ID = 102
   4.803660 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.804872 2  ABSdata                             Tx   d 6 0C 00 00 00 95 30  Length = 1176000 BitCount = 101 ID = 201
   4.805568 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.820804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.821032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.821032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.825000    SV: 1 0 1 ::PowerTrain::PedalPosition = 35
   4.840804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.841032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.841032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.851392 2  EngineData                          Tx   d 8 D1 05 1B 19 41 0A 82 14  Length = 1356000 BitCount = 116 ID = 100
   4.852832 2  EngineDataIEEE                      Tx   d 8 D1 05 00 00 41 0A 00 00  Length = 1404000 BitCount = 120 ID = 102
   4.854000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = d
   4.854056 2  ABSdata                             Tx   d 6 0D 00 00 00 E0 30  Length = 1188000 BitCount = 102 ID = 201
   4.854752 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.855484    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 10.4
   4.860804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.861032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.861032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.880804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.881032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.881032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.900000    SV: 1 0 1 ::PowerTrain::PedalPosition = 36
   4.900000    SV: 2 0 1 ::WiperSystem::Active = 546
   4.900000    SV: 2 0 1 ::WiperSystem::Position = d
   4.901404 2  EngineData                          Tx   d 8 0C 06 1B 19 41 0A 82 14  Length = 1368000 BitCount = 117 ID = 100
   4.901920    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.901920    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.902868 2  EngineDataIEEE                      Tx   d 8 0C 06 00 00 41 0A 00 00  Length = 1428000 BitCount = 122 ID = 102
   4.903672 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.904884 2  ABSdata                             Tx   d 6 0D 00 00 00 DF 30  Length = 1176000 BitCount = 101 ID = 201
   4.905580 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.920804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.921032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.921032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.940804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.941032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.941032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.951392 2  EngineData                          Tx   d 8 48 06 1B 1A 8C 0A 18 15  Length = 1356000 BitCount = 116 ID = 100
   4.952832 2  EngineDataIEEE                      Tx   d 8 48 06 00 00 8C 0A 00 00  Length = 1404000 BitCount = 120 ID = 102
   4.954056 2  ABSdata                             Tx   d 6 0E 00 00 00 29 31  Length = 1188000 BitCount = 102 ID = 201
   4.954752 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.955496    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 11.2
   4.960804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.961032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.961032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.975000    SV: 1 0 1 ::PowerTrain::PedalPosition = 37
   4.980804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.981032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.981032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   5.000000    SV: 2 0 1 ::WiperSystem::Active = 5dc
   5.000000    SV: 2 0 1 ::WiperSystem::Position = f
   5.000000    SV: 2 0 1 ::LightSystem::OnOff = 7
   5.001368 2  EngineData                          Tx   d 8 85 06 1B 1A D7 0A AE 15  Length = 1332000 BitCount = 114 ID = 100
   5.001920    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   5.001920    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   5.002796 2  EngineDataIEEE                      Tx   d 8 85 06 00 00 D7 0A 00 00  Length = 1392000 BitCount = 119 ID = 102
   5.003600 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.004140    SV: 2 1 1 ::ComfortBus::DashboardTurnIndRightDisplay = None
   5.004140    SV: 2 1 1 ::ComfortBus::DashboardTurnIndLeftDisplay = None
   5.004140    SV: 2 1 1 ::ComfortBus::DashboardWarnIndDisplay = None
   5.004812 2  ABSdata                             Tx   d 6 0E 00 00 00 73 31  Length = 1176000 BitCount = 101 ID = 201
   5.006324 2  Diag_Request_Tp                     Tx   d 8 01 20 00 00 00 00 00 00  Length = 1476000 BitCount = 126 ID = 512  // 2  OTP(0D) Atom <tester>->Engine  : SF Length:   01         [ 20 ]
   5.007020 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.008532 2  Diag_Response_Tp                    Tx   d 8 01 60 00 00 00 00 00 00  Length = 1476000 BitCount = 126 ID = 1024  // 2  OTP(0E) Atom Engine -><tester>: SF Length:   01         [ 60 ]
   5.020804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.021020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.021020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.040000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = e
   5.040804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.041020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.041020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.050000    SV: 1 0 1 ::PowerTrain::PedalPosition = 38
   5.051368 2  EngineData                          Tx   d 8 C3 06 1B 1A D7 0A AE 15  Length = 1332000 BitCount = 114 ID = 100
   5.052808 2  EngineDataIEEE                      Tx   d 8 C3 06 00 00 D7 0A 00 00  Length = 1404000 BitCount = 120 ID = 102
   5.054044 2  ABSdata                             Tx   d 6 0F 00 00 00 72 31  Length = 1200000 BitCount = 103 ID = 201
   5.054740 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.055472    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 12
   5.060804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.061020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.061020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.080804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.081020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.081020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.100000    SV: 2 0 1 ::WiperSystem::Active = 546
   5.100000    SV: 2 0 1 ::WiperSystem::Position = d
   5.101416 2  EngineData                          Tx   d 8 03 07 1B 1A 22 0B 44 16  Length = 1380000 BitCount = 118 ID = 100
   5.101908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.101908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.102868 2  EngineDataIEEE                      Tx   d 8 03 07 00 00 22 0B 00 00  Length = 1416000 BitCount = 121 ID = 102
   5.103672 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.104896 2  ABSdata                             Tx   d 6 0F 00 00 00 BB 31  Length = 1188000 BitCount = 102 ID = 201
   5.105592 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.111248 2  NM_Gateway_PowerTrain               Tx   d 6 1A 10 00 00 00 00  Length = 1212000 BitCount = 104 ID = 1306
   5.120804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.121020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.121020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.125000    SV: 1 0 1 ::PowerTrain::PedalPosition = 39
   5.140804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.141020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.141020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.151380 2  EngineData                          Tx   d 8 43 07 1B 1B 6D 0B DA 16  Length = 1344000 BitCount = 115 ID = 100
   5.152808 2  EngineDataIEEE                      Tx   d 8 43 07 00 00 6D 0B 00 00  Length = 1392000 BitCount = 119 ID = 102
   5.154020 2  ABSdata                             Tx   d 6 10 00 00 00 05 32  Length = 1176000 BitCount = 101 ID = 201
   5.154716 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.155448    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 12.8
   5.160804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.161020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.161020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.180804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.181020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.181020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.200000    SV: 2 0 1 ::WiperSystem::Active = 4b0
   5.200000    SV: 2 0 1 ::WiperSystem::Position = c
   5.200000    SV: 1 0 1 ::PowerTrain::PedalPosition = 40
   5.200924    SV: 2 0 1 ::ComfortBus::DashboardEngineOilDisplay = 0
   5.200924    SV: 2 0 1 ::ComfortBus::DashboardEngineWaterDisplay = 0
   5.200924    SV: 2 0 1 ::ComfortBus::DashboardBatteryDisplay = 0
   5.201380 2  EngineData                          Tx   d 8 85 07 1B 1B 6D 0B DA 16  Length = 1344000 BitCount = 115 ID = 100
   5.201908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.201908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.202832 2  EngineDataIEEE                      Tx   d 8 85 07 00 00 6D 0B 00 00  Length = 1416000 BitCount = 121 ID = 102
   5.203636 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.204836 2  ABSdata                             Tx   d 6 11 00 00 00 04 32  Length = 1164000 BitCount = 100 ID = 201
   5.205532 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.206252    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 13.6
   5.220804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.221020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.221020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.226000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = f
   5.240804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.241020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.241020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.251392 2  EngineData                          Tx   d 8 C8 07 1B 1B B8 0B 70 17  Length = 1356000 BitCount = 116 ID = 100
   5.252832 2  EngineDataIEEE                      Tx   d 8 C8 07 00 00 B8 0B 00 00  Length = 1404000 BitCount = 120 ID = 102
   5.254032 2  ABSdata                             Tx   d 6 11 00 00 00 4E 32  Length = 1164000 BitCount = 100 ID = 201
   5.254728 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.260804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.261020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.261020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.275000    SV: 1 0 1 ::PowerTrain::PedalPosition = 41
   5.280804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.281020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.281020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.300000    SV: 2 0 1 ::WiperSystem::Active = 41a
   5.300000    SV: 2 0 1 ::WiperSystem::Position = a
   5.301428 2  EngineData                          Tx   d 8 0C 08 1C 1B 03 0C 06 18  Length = 1392000 BitCount = 119 ID = 100
   5.301908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.301908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.302892 2  EngineDataIEEE                      Tx   d 8 0C 08 00 00 03 0C 00 00  Length = 1428000 BitCount = 122 ID = 102
   5.303696 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.304896 2  ABSdata                             Tx   d 6 12 00 00 00 97 32  Length = 1164000 BitCount = 100 ID = 201
   5.305592 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.306324    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 14.4
   5.320804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.321020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.321020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.340804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.341020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.341020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.350000    SV: 1 0 1 ::PowerTrain::PedalPosition = 42
   5.351416 2  EngineData                          Tx   d 8 51 08 1C 1B 03 0C 06 18  Length = 1380000 BitCount = 118 ID = 100
   5.352856 2  EngineDataIEEE                      Tx   d 8 51 08 00 00 03 0C 00 00  Length = 1404000 BitCount = 120 ID = 102
   5.354056 2  ABSdata                             Tx   d 6 12 00 00 00 96 32  Length = 1164000 BitCount = 100 ID = 201
   5.354752 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.360804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.361020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.361020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.380804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.381020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.381020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.389300 2  NM_Engine                           Tx   d 6 1B 00 00 00 00 00  Length = 1212000 BitCount = 104 ID = 1307
   5.400000    SV: 2 0 1 ::WiperSystem::Active = 384
   5.400000    SV: 2 0 1 ::WiperSystem::Position = 9
   5.401428 2  EngineData                          Tx   d 8 98 08 1C 1C 4E 0C 9C 18  Length = 1392000 BitCount = 119 ID = 100
   5.401908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.401908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.402880 2  EngineDataIEEE                      Tx   d 8 98 08 00 00 4E 0C 00 00  Length = 1416000 BitCount = 121 ID = 102
   5.403684 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.404884 2  ABSdata                             Tx   d 6 13 00 00 00 DF 32  Length = 1164000 BitCount = 100 ID = 201
   5.405580 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.406300    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 15.2
   5.412000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 0
   5.420804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.421020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.421020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.425000    SV: 1 0 1 ::PowerTrain::PedalPosition = 43
   5.440804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.441020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.441020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.449000    SV: 3 0 1 ::NMTester::NetworkState_Gateway_PowerTrain = "NORMAL_OPERATION"
   5.451052    SV: 3 0 1 ::NMTester::NetworkState_Engine_PowerTrain = "READY_SLEEP"
   5.451404 2  EngineData                          Tx   d 8 DF 08 1C 1C 99 0C 32 19  Length = 1368000 BitCount = 117 ID = 100
   5.452844 2  EngineDataIEEE                      Tx   d 8 DF 08 00 00 99 0C 00 00  Length = 1404000 BitCount = 120 ID = 102
   5.454056 2  ABSdata                             Tx   d 6 14 00 00 00 29 33  Length = 1176000 BitCount = 101 ID = 201
   5.454752 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.455508    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 16
   5.460804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.461020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.461020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.480804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.481020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.481020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.500000    SV: 1 0 1 ::PowerTrain::PedalPosition = 44
   5.500000    SV: 2 0 1 ::WiperSystem::Active = 2ee
   5.500000    SV: 2 0 1 ::WiperSystem::Position = 7
   5.501392 2  EngineData                          Tx   d 8 27 09 1C 1C 99 0C 32 19  Length = 1356000 BitCount = 116 ID = 100
   5.501908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.501908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.502820 2  EngineDataIEEE                      Tx   d 8 27 09 00 00 99 0C 00 00  Length = 1392000 BitCount = 119 ID = 102
   5.503624 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.504128    SV: 2 1 1 ::ComfortBus::DashboardTurnIndRightDisplay = None
   5.504128    SV: 2 1 1 ::ComfortBus::DashboardTurnIndLeftDisplay = None
   5.504128    SV: 2 1 1 ::ComfortBus::DashboardWarnIndDisplay = None
   5.504824 2  ABSdata                             Tx   d 6 14 00 00 00 27 33  Length = 1164000 BitCount = 100 ID = 201
   5.505520 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.520804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.521020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.521020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.540804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.541020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
