date Thu Jul 23 09:38:20.686 am 2015
base hex  timestamps absolute
no internal events logged
// version 8.5.0
   2.561044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.561044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.575000    SV: 1 0 1 ::PowerTrain::PedalPosition = 5
   2.580804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.581044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.581044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.600000    SV: 2 0 1 ::WiperSystem::Active = 384
   2.600000    SV: 2 0 1 ::WiperSystem::Position = 9
   2.601440 2  EngineData                          Tx   d 8 2B 00 19 07 77 01 EE 02  Length = 1404000 BitCount = 120 ID = 100
   2.601932    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.601932    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.602916 2  EngineDataIEEE                      Tx   d 8 2B 00 00 00 77 01 00 00  Length = 1440000 BitCount = 123 ID = 102
   2.603720 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.604944 2  ABSdata                             Tx   d 6 00 00 00 00 23 28  Length = 1188000 BitCount = 102 ID = 201
   2.605640 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   2.620804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.621044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.621044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.622000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 1
   2.640804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.641044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.641044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.650000    SV: 1 0 1 ::PowerTrain::PedalPosition = 6
   2.651416 2  EngineData                          Tx   d 8 31 00 19 08 77 01 EE 02  Length = 1380000 BitCount = 118 ID = 100
   2.652880 2  EngineDataIEEE                      Tx   d 8 31 00 00 00 77 01 00 00  Length = 1428000 BitCount = 122 ID = 102
   2.654104 2  ABSdata                             Tx   d 6 00 00 00 00 23 28  Length = 1188000 BitCount = 102 ID = 201
   2.654800 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   2.660804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.661044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.661044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.680804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.681044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.681044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.700000    SV: 2 0 1 ::WiperSystem::Active = 41a
   2.700000    SV: 2 0 1 ::WiperSystem::Position = a
   2.701416 2  EngineData                          Tx   d 8 39 00 19 09 C2 01 84 03  Length = 1380000 BitCount = 118 ID = 100
   2.701932    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.701932    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.702868 2  EngineDataIEEE                      Tx   d 8 39 00 00 00 C2 01 00 00  Length = 1416000 BitCount = 121 ID = 102
   2.703672 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.704896 2  ABSdata                             Tx   d 6 00 00 00 00 6E 28  Length = 1188000 BitCount = 102 ID = 201
   2.705592 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   2.720804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.721044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.721044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.725000    SV: 1 0 1 ::PowerTrain::PedalPosition = 7
   2.740804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.741044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.741044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.751428 2  EngineData                          Tx   d 8 41 00 19 0A 0D 02 1A 04  Length = 1392000 BitCount = 119 ID = 100
   2.752892 2  EngineDataIEEE                      Tx   d 8 41 00 00 00 0D 02 00 00  Length = 1428000 BitCount = 122 ID = 102
   2.754104 2  ABSdata                             Tx   d 6 01 00 00 00 B9 28  Length = 1176000 BitCount = 101 ID = 201
   2.754800 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   2.755556    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 0.8
   2.760804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.761044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.761044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.780804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.781044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.781044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.800000    SV: 2 0 1 ::WiperSystem::Active = 4b0
   2.800000    SV: 2 0 1 ::WiperSystem::Position = c
   2.800000    SV: 1 0 1 ::PowerTrain::PedalPosition = 8
   2.801416 2  EngineData                          Tx   d 8 4B 00 19 0A 0D 02 1A 04  Length = 1380000 BitCount = 118 ID = 100
   2.801932    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.801932    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.802868 2  EngineDataIEEE                      Tx   d 8 4B 00 00 00 0D 02 00 00  Length = 1416000 BitCount = 121 ID = 102
   2.803672 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.804884 2  ABSdata                             Tx   d 6 01 00 00 00 B9 28  Length = 1176000 BitCount = 101 ID = 201
   2.805580 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   2.808000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 2
   2.820804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.821044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.821044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.829300 2  NM_Engine                           Tx   d 6 1B 00 00 00 00 00  Length = 1212000 BitCount = 104 ID = 1307
   2.840804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.841044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.841044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.851404 2  EngineData                          Tx   d 8 57 00 19 0B 58 02 B0 04  Length = 1368000 BitCount = 117 ID = 100
   2.852856 2  EngineDataIEEE                      Tx   d 8 57 00 00 00 58 02 00 00  Length = 1416000 BitCount = 121 ID = 102
   2.854080 2  ABSdata                             Tx   d 6 01 00 00 00 04 29  Length = 1188000 BitCount = 102 ID = 201
   2.854776 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   2.860804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.861044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.861044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.875000    SV: 1 0 1 ::PowerTrain::PedalPosition = 9
   2.880804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.881044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.881044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.900000    SV: 2 0 1 ::WiperSystem::Active = 546
   2.900000    SV: 2 0 1 ::WiperSystem::Position = d
   2.901416 2  EngineData                          Tx   d 8 63 00 19 0B A3 02 46 05  Length = 1380000 BitCount = 118 ID = 100
   2.901932    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.901932    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.902880 2  EngineDataIEEE                      Tx   d 8 63 00 00 00 A3 02 00 00  Length = 1428000 BitCount = 122 ID = 102
   2.903684 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.904908 2  ABSdata                             Tx   d 6 01 00 00 00 4F 29  Length = 1188000 BitCount = 102 ID = 201
   2.905604 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   2.920804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.921044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.921044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.940804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.941044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.941044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.950000    SV: 1 0 1 ::PowerTrain::PedalPosition = 10
   2.951416 2  EngineData                          Tx   d 8 70 00 19 0C A3 02 46 05  Length = 1380000 BitCount = 118 ID = 100
   2.952868 2  EngineDataIEEE                      Tx   d 8 70 00 00 00 A3 02 00 00  Length = 1416000 BitCount = 121 ID = 102
   2.954092 2  ABSdata                             Tx   d 6 01 00 00 00 4F 29  Length = 1188000 BitCount = 102 ID = 201
   2.954788 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   2.960804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.961044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.961044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.980804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   2.981044    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   2.981044    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   2.994000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 3
   3.000000    SV: 2 0 1 ::LightSystem::OnOff = 7
   3.000000    SV: 2 0 1 ::WiperSystem::Active = 5dc
   3.000000    SV: 2 0 1 ::WiperSystem::Position = f
   3.001416 2  EngineData                          Tx   d 8 7F 00 19 0D EE 02 DC 05  Length = 1380000 BitCount = 118 ID = 100
   3.001932    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   3.001932    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 0
   3.002868 2  EngineDataIEEE                      Tx   d 8 7F 00 00 00 EE 02 00 00  Length = 1416000 BitCount = 121 ID = 102
   3.003672 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.004188    SV: 2 1 1 ::ComfortBus::DashboardTurnIndRightDisplay = None
   3.004188    SV: 2 1 1 ::ComfortBus::DashboardTurnIndLeftDisplay = None
   3.004188    SV: 2 1 1 ::ComfortBus::DashboardWarnIndDisplay = None
   3.004884 2  ABSdata                             Tx   d 6 01 00 00 00 9A 29  Length = 1176000 BitCount = 101 ID = 201
   3.006360 2  Diag_Request_Tp                     Tx   d 8 02 1A 91 00 00 00 00 00  Length = 1440000 BitCount = 123 ID = 512  // 2  OTP(07) Atom <tester>->Engine  : SF Length:   02         [ 1A 91 ]
   3.007056 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.008496 2  Diag_Response_Tp                    Tx   d 8 10 0C 5A 91 00 16 00 50  Length = 1404000 BitCount = 120 ID = 1024  // 2  OTP(08) Atom Engine -><tester>: FF Length: 000C         [ 5A 91 00 16 00 50 ]
   3.009996 2  Diag_Request_Tp                     Tx   d 8 30 00 14 00 00 00 00 00  Length = 1464000 BitCount = 125 ID = 512  // 2  OTP(08) Atom <tester>->Engine  : FC.CTS:  BSmax: 0x00, STmin: 0x14 ms
   3.020804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.021020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.021020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.025000    SV: 1 0 1 ::PowerTrain::PedalPosition = 11
   3.031436 2  Diag_Response_Tp                    Tx   d 8 21 93 32 00 76 00 98 00  Length = 1404000 BitCount = 120 ID = 1024  // 2  OTP(08) Atom Engine -><tester>: CF Seq.Nr.:   1         [ 93 32 00 76 00 98 ]
   3.032936 2  Diag_Request_Tp                     Tx   d 8 02 3E 01 00 00 00 00 00  Length = 1464000 BitCount = 125 ID = 512  // 2  OTP(09) Atom <tester>->Engine  : SF Length:   02         [ 3E 01 ]
   3.034460 2  Diag_Response_Tp                    Tx   d 8 01 7E 00 00 00 00 00 00  Length = 1488000 BitCount = 127 ID = 1024  // 2  OTP(0A) Atom Engine -><tester>: SF Length:   01         [ 7E ]
   3.040804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.041020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.041020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.051404 2  EngineData                          Tx   d 8 8F 00 19 0D 39 03 72 06  Length = 1368000 BitCount = 117 ID = 100
   3.052856 2  EngineDataIEEE                      Tx   d 8 8F 00 00 00 39 03 00 00  Length = 1416000 BitCount = 121 ID = 102
   3.054056 2  ABSdata                             Tx   d 6 01 00 00 00 E5 29  Length = 1164000 BitCount = 100 ID = 201
   3.054752 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.060804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.061020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.061020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.080804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.081020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.081020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.100000    SV: 2 0 1 ::WiperSystem::Active = 546
   3.100000    SV: 2 0 1 ::WiperSystem::Position = d
   3.100000    SV: 1 0 1 ::PowerTrain::PedalPosition = 12
   3.101416 2  EngineData                          Tx   d 8 A0 00 19 0E 39 03 72 06  Length = 1380000 BitCount = 118 ID = 100
   3.101908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.101908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.102880 2  EngineDataIEEE                      Tx   d 8 A0 00 00 00 39 03 00 00  Length = 1428000 BitCount = 122 ID = 102
   3.103684 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.104884 2  ABSdata                             Tx   d 6 01 00 00 00 E4 29  Length = 1164000 BitCount = 100 ID = 201
   3.105580 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.120804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.121020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.121020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.140804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.141020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.141020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.151416 2  EngineData                          Tx   d 8 B2 00 19 0E 84 03 08 07  Length = 1380000 BitCount = 118 ID = 100
   3.152868 2  EngineDataIEEE                      Tx   d 8 B2 00 00 00 84 03 00 00  Length = 1416000 BitCount = 121 ID = 102
   3.154080 2  ABSdata                             Tx   d 6 02 00 00 00 2F 2A  Length = 1176000 BitCount = 101 ID = 201
   3.154776 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.155520    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 1.6
   3.160804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.161020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.161020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.175000    SV: 1 0 1 ::PowerTrain::PedalPosition = 13
   3.180000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 4
   3.180804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.181020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.181020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.191248 2  NM_Gateway_PowerTrain               Tx   d 6 1A 10 00 00 00 00  Length = 1212000 BitCount = 104 ID = 1306
   3.199000    SV: 3 0 1 ::NMTester::NetworkState_Gateway_Comfort = "NORMAL_OPERATION"
   3.200000    SV: 2 0 1 ::WiperSystem::Active = 4b0
   3.200000    SV: 2 0 1 ::WiperSystem::Position = c
   3.200236    SV: 3 0 1 ::NMTester::NetworkState_DOOR_ri_Comfort = "READY_SLEEP"
   3.200236    SV: 3 0 1 ::NMTester::NetworkState_DOOR_le_Comfort = "READY_SLEEP"
   3.200236    SV: 3 0 1 ::NMTester::NetworkState_Console_Comfort = "READY_SLEEP"
   3.201416 2  EngineData                          Tx   d 8 C5 00 19 0E CF 03 9E 07  Length = 1380000 BitCount = 118 ID = 100
   3.201908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.201908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.202856 2  EngineDataIEEE                      Tx   d 8 C5 00 00 00 CF 03 00 00  Length = 1404000 BitCount = 120 ID = 102
   3.203660 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.204884 2  ABSdata                             Tx   d 6 02 00 00 00 7A 2A  Length = 1188000 BitCount = 102 ID = 201
   3.205580 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.220804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.221020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.221020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.240804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.241020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.241020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.250000    SV: 1 0 1 ::PowerTrain::PedalPosition = 14
   3.251428 2  EngineData                          Tx   d 8 DA 00 19 0F CF 03 9E 07  Length = 1392000 BitCount = 119 ID = 100
   3.252880 2  EngineDataIEEE                      Tx   d 8 DA 00 00 00 CF 03 00 00  Length = 1416000 BitCount = 121 ID = 102
   3.254104 2  ABSdata                             Tx   d 6 02 00 00 00 7A 2A  Length = 1188000 BitCount = 102 ID = 201
   3.254800 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.260804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.261020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.261020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.280804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.281020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.281020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.300000    SV: 2 0 1 ::WiperSystem::Active = 41a
   3.300000    SV: 2 0 1 ::WiperSystem::Position = a
   3.301440 2  EngineData                          Tx   d 8 F0 00 1A 0F 1A 04 34 08  Length = 1404000 BitCount = 120 ID = 100
   3.301908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.301908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.302928 2  EngineDataIEEE                      Tx   d 8 F0 00 00 00 1A 04 00 00  Length = 1452000 BitCount = 124 ID = 102
   3.303732 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.304956 2  ABSdata                             Tx   d 6 02 00 00 00 C5 2A  Length = 1188000 BitCount = 102 ID = 201
   3.305652 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.320804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.321020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.321020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.325000    SV: 1 0 1 ::PowerTrain::PedalPosition = 15
   3.340804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.341020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.341020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.351416 2  EngineData                          Tx   d 8 06 01 1A 10 65 04 CA 08  Length = 1380000 BitCount = 118 ID = 100
   3.352868 2  EngineDataIEEE                      Tx   d 8 06 01 00 00 65 04 00 00  Length = 1416000 BitCount = 121 ID = 102
   3.354104 2  ABSdata                             Tx   d 6 02 00 00 00 10 2B  Length = 1200000 BitCount = 103 ID = 201
   3.354800 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.360804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.361020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.361020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.366000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 5
   3.380804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.381020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.381020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.400000    SV: 2 0 1 ::WiperSystem::Active = 384
   3.400000    SV: 2 0 1 ::WiperSystem::Position = 9
   3.400000    SV: 1 0 1 ::PowerTrain::PedalPosition = 16
   3.401428 2  EngineData                          Tx   d 8 1E 01 1A 10 65 04 CA 08  Length = 1392000 BitCount = 119 ID = 100
   3.401908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.401908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.402892 2  EngineDataIEEE                      Tx   d 8 1E 01 00 00 65 04 00 00  Length = 1428000 BitCount = 122 ID = 102
   3.403696 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.404932 2  ABSdata                             Tx   d 6 02 00 00 00 10 2B  Length = 1200000 BitCount = 103 ID = 201
   3.405628 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.420804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.421020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.421020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.440804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.441020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.441020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.451416 2  EngineData                          Tx   d 8 38 01 1A 10 B0 04 60 09  Length = 1380000 BitCount = 118 ID = 100
   3.452892 2  EngineDataIEEE                      Tx   d 8 38 01 00 00 B0 04 00 00  Length = 1440000 BitCount = 123 ID = 102
   3.454116 2  ABSdata                             Tx   d 6 03 00 00 00 5B 2B  Length = 1188000 BitCount = 102 ID = 201
   3.454812 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.455568    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 2.4
   3.460804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.461020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.461020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.469300 2  NM_Engine                           Tx   d 6 1B 00 00 00 00 00  Length = 1212000 BitCount = 104 ID = 1307
   3.475000    SV: 1 0 1 ::PowerTrain::PedalPosition = 17
   3.480804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.481020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.481020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.500000    SV: 2 0 1 ::WiperSystem::Active = 2ee
   3.500000    SV: 2 0 1 ::WiperSystem::Position = 7
   3.501416 2  EngineData                          Tx   d 8 52 01 1A 11 FB 04 F6 09  Length = 1380000 BitCount = 118 ID = 100
   3.501908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.501908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.502892 2  EngineDataIEEE                      Tx   d 8 52 01 00 00 FB 04 00 00  Length = 1440000 BitCount = 123 ID = 102
   3.503696 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.504128    SV: 2 1 1 ::ComfortBus::DashboardTurnIndRightDisplay = None
   3.504128    SV: 2 1 1 ::ComfortBus::DashboardTurnIndLeftDisplay = None
   3.504128    SV: 2 1 1 ::ComfortBus::DashboardWarnIndDisplay = None
   3.504896 2  ABSdata                             Tx   d 6 03 00 00 00 A6 2B  Length = 1164000 BitCount = 100 ID = 201
   3.505592 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.520804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.521020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.521020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.540804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.541020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.541020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.550000    SV: 1 0 1 ::PowerTrain::PedalPosition = 18
